seqid,phobius_start,phobius_end,phobius_type
TRIREDRAFT_66828-t26_1,0,0,OTHER
TRIREDRAFT_66844-t26_1,0,0,OTHER
TRIREDRAFT_66854-t26_1,0,0,OTHER
TRIREDRAFT_66865-t26_1,0,0,OTHER
TRIREDRAFT_66877-t26_1,0,0,OTHER
TRIREDRAFT_66881-t26_1,0,0,OTHER
TRIREDRAFT_66895-t26_1,0,0,OTHER
TRIREDRAFT_66913-t26_1,0,0,OTHER
TRIREDRAFT_66926-t26_1,0,0,OTHER
TRIREDRAFT_66928-t26_1,0,0,OTHER
TRIREDRAFT_66929-t26_1,0,0,OTHER
TRIREDRAFT_66935-t26_1,0,0,OTHER
TRIREDRAFT_66950-t26_1,0,0,OTHER
TRIREDRAFT_66960-t26_1,0,0,OTHER
TRIREDRAFT_66963-t26_1,0,0,OTHER
TRIREDRAFT_66966-t26_1,0,0,OTHER
TRIREDRAFT_66985-t26_1,0,0,OTHER
TRIREDRAFT_66999-t26_1,0,0,OTHER
TRIREDRAFT_67003-t26_1,0,0,OTHER
TRIREDRAFT_67008-t26_1,0,0,OTHER
TRIREDRAFT_67010-t26_1,0,0,OTHER
TRIREDRAFT_67013-t26_1,0,0,OTHER
TRIREDRAFT_67024-t26_1,0,0,OTHER
TRIREDRAFT_67026-t26_1,0,0,OTHER
TRIREDRAFT_67030-t26_1,0,0,OTHER
TRIREDRAFT_67035-t26_1,0,0,OTHER
TRIREDRAFT_67053-t26_1,0,0,OTHER
TRIREDRAFT_67057-t26_1,0,0,OTHER
TRIREDRAFT_67079-t26_1,0,0,OTHER
TRIREDRAFT_67107-t26_1,0,0,OTHER
TRIREDRAFT_67108-t26_1,0,0,OTHER
TRIREDRAFT_67109-t26_1,0,0,OTHER
TRIREDRAFT_67110-t26_1,0,0,OTHER
TRIREDRAFT_67116-t26_1,0,0,OTHER
TRIREDRAFT_67117-t26_1,0,0,OTHER
TRIREDRAFT_67130-t26_1,0,0,OTHER
TRIREDRAFT_67133-t26_1,0,0,OTHER
TRIREDRAFT_67147-t26_1,0,0,OTHER
TRIREDRAFT_67174-t26_1,0,0,OTHER
TRIREDRAFT_67189-t26_1,0,0,OTHER
TRIREDRAFT_67205-t26_1,0,0,OTHER
TRIREDRAFT_67209-t26_1,0,0,OTHER
TRIREDRAFT_67215-t26_1,0,0,OTHER
TRIREDRAFT_67217-t26_1,0,0,OTHER
TRIREDRAFT_67239-t26_1,0,0,OTHER
TRIREDRAFT_67272-t26_1,0,0,OTHER
TRIREDRAFT_67275-t26_1,0,0,OTHER
TRIREDRAFT_67281-t26_1,0,0,OTHER
TRIREDRAFT_67286-t26_1,0,0,OTHER
TRIREDRAFT_67290-t26_1,0,0,OTHER
TRIREDRAFT_67295-t26_1,0,0,OTHER
TRIREDRAFT_67300-t26_1,0,0,OTHER
TRIREDRAFT_67325-t26_1,0,0,OTHER
TRIREDRAFT_67339-t26_1,0,0,OTHER
TRIREDRAFT_67350-t26_1,0,0,OTHER
TRIREDRAFT_67356-t26_1,0,0,OTHER
TRIREDRAFT_67360-t26_1,0,0,OTHER
TRIREDRAFT_67377-t26_1,0,0,OTHER
TRIREDRAFT_67382-t26_1,0,0,OTHER
TRIREDRAFT_67394-t26_1,0,0,OTHER
TRIREDRAFT_67408-t26_1,0,0,OTHER
TRIREDRAFT_67418-t26_1,0,0,OTHER
TRIREDRAFT_67420-t26_1,0,0,OTHER
TRIREDRAFT_67446-t26_1,0,0,OTHER
TRIREDRAFT_67448-t26_1,0,0,OTHER
TRIREDRAFT_67467-t26_1,0,0,OTHER
TRIREDRAFT_67469-t26_1,0,0,OTHER
TRIREDRAFT_67470-t26_1,0,0,OTHER
TRIREDRAFT_67472-t26_1,0,0,OTHER
TRIREDRAFT_67473-t26_1,0,0,OTHER
TRIREDRAFT_67476-t26_1,0,0,OTHER
TRIREDRAFT_67483-t26_1,0,0,OTHER
TRIREDRAFT_67484-t26_1,0,0,OTHER
TRIREDRAFT_67494-t26_1,0,0,OTHER
TRIREDRAFT_67504-t26_1,0,0,OTHER
TRIREDRAFT_67507-t26_1,0,0,OTHER
TRIREDRAFT_67509-t26_1,0,0,OTHER
TRIREDRAFT_67523-t26_1,0,0,OTHER
TRIREDRAFT_67527-t26_1,0,0,OTHER
TRIREDRAFT_67534-t26_1,0,0,OTHER
TRIREDRAFT_67538-t26_1,0,0,OTHER
TRIREDRAFT_67541-t26_1,0,0,OTHER
TRIREDRAFT_67546-t26_1,0,0,OTHER
TRIREDRAFT_67557-t26_1,0,0,OTHER
TRIREDRAFT_67588-t26_1,0,0,OTHER
TRIREDRAFT_67595-t26_1,0,0,OTHER
TRIREDRAFT_67597-t26_1,0,0,OTHER
TRIREDRAFT_67600-t26_1,0,0,OTHER
TRIREDRAFT_67607-t26_1,0,0,OTHER
TRIREDRAFT_67616-t26_1,0,0,OTHER
TRIREDRAFT_67627-t26_1,0,0,OTHER
TRIREDRAFT_67639-t26_1,0,0,OTHER
TRIREDRAFT_67642-t26_1,0,0,OTHER
TRIREDRAFT_67647-t26_1,0,0,OTHER
TRIREDRAFT_67658-t26_1,0,0,OTHER
TRIREDRAFT_67678-t26_1,0,0,OTHER
TRIREDRAFT_67692-t26_1,0,0,OTHER
TRIREDRAFT_67698-t26_1,0,0,OTHER
TRIREDRAFT_67699-t26_1,0,0,OTHER
TRIREDRAFT_67717-t26_1,0,0,OTHER
TRIREDRAFT_67718-t26_1,0,0,OTHER
TRIREDRAFT_67738-t26_1,0,0,OTHER
TRIREDRAFT_67742-t26_1,0,0,OTHER
TRIREDRAFT_67751-t26_1,0,0,OTHER
TRIREDRAFT_67752-t26_1,0,0,OTHER
TRIREDRAFT_67757-t26_1,0,0,OTHER
TRIREDRAFT_67761-t26_1,0,0,OTHER
TRIREDRAFT_67778-t26_1,0,0,OTHER
TRIREDRAFT_67795-t26_1,0,0,OTHER
TRIREDRAFT_67840-t26_1,0,0,OTHER
TRIREDRAFT_67844-t26_1,0,0,OTHER
TRIREDRAFT_67859-t26_1,0,0,OTHER
TRIREDRAFT_67866-t26_1,0,0,OTHER
TRIREDRAFT_67868-t26_1,0,0,OTHER
TRIREDRAFT_67882-t26_1,0,0,OTHER
TRIREDRAFT_67907-t26_1,0,0,OTHER
TRIREDRAFT_67923-t26_1,0,0,OTHER
TRIREDRAFT_67929-t26_1,0,0,OTHER
TRIREDRAFT_67938-t26_1,0,0,OTHER
TRIREDRAFT_67957-t26_1,0,0,OTHER
TRIREDRAFT_67958-t26_1,0,0,OTHER
TRIREDRAFT_67971-t26_1,0,0,OTHER
TRIREDRAFT_67982-t26_1,0,0,OTHER
TRIREDRAFT_67983-t26_1,0,0,OTHER
TRIREDRAFT_67988-t26_1,0,0,OTHER
TRIREDRAFT_68000-t26_1,0,0,OTHER
TRIREDRAFT_68019-t26_1,0,0,OTHER
TRIREDRAFT_68022-t26_1,0,0,OTHER
TRIREDRAFT_68026-t26_1,0,0,OTHER
TRIREDRAFT_68028-t26_1,0,0,OTHER
TRIREDRAFT_68036-t26_1,0,0,OTHER
TRIREDRAFT_68058-t26_1,0,0,OTHER
TRIREDRAFT_68067-t26_1,0,0,OTHER
TRIREDRAFT_68068-t26_1,0,0,OTHER
TRIREDRAFT_68072-t26_1,0,0,OTHER
TRIREDRAFT_68080-t26_1,0,0,OTHER
TRIREDRAFT_68086-t26_1,0,0,OTHER
TRIREDRAFT_68097-t26_1,0,0,OTHER
TRIREDRAFT_68104-t26_1,0,0,OTHER
TRIREDRAFT_68106-t26_1,0,0,OTHER
TRIREDRAFT_68107-t26_1,0,0,OTHER
TRIREDRAFT_68110-t26_1,0,0,OTHER
TRIREDRAFT_68130-t26_1,0,0,OTHER
TRIREDRAFT_68131-t26_1,0,0,OTHER
TRIREDRAFT_68154-t26_1,0,0,OTHER
TRIREDRAFT_68161-t26_1,0,0,OTHER
TRIREDRAFT_68178-t26_1,0,0,OTHER
TRIREDRAFT_68184-t26_1,0,0,OTHER
TRIREDRAFT_68192-t26_1,0,0,OTHER
TRIREDRAFT_68204-t26_1,0,0,OTHER
TRIREDRAFT_68208-t26_1,0,0,OTHER
TRIREDRAFT_68212-t26_1,0,0,OTHER
TRIREDRAFT_68230-t26_1,0,0,OTHER
TRIREDRAFT_68254-t26_1,0,0,OTHER
TRIREDRAFT_68274-t26_1,0,0,OTHER
TRIREDRAFT_68279-t26_1,0,0,OTHER
TRIREDRAFT_68291-t26_1,0,0,OTHER
TRIREDRAFT_68304-t26_1,0,0,OTHER
TRIREDRAFT_68326-t26_1,0,0,OTHER
TRIREDRAFT_68336-t26_1,0,0,OTHER
TRIREDRAFT_68338-t26_1,0,0,OTHER
TRIREDRAFT_68348-t26_1,0,0,OTHER
TRIREDRAFT_68364-t26_1,0,0,OTHER
TRIREDRAFT_68371-t26_1,0,0,OTHER
TRIREDRAFT_68401-t26_1,0,0,OTHER
TRIREDRAFT_68412-t26_1,0,0,OTHER
TRIREDRAFT_68427-t26_1,0,0,OTHER
TRIREDRAFT_68430-t26_1,0,0,OTHER
TRIREDRAFT_68436-t26_1,0,0,OTHER
TRIREDRAFT_68438-t26_1,0,0,OTHER
TRIREDRAFT_68444-t26_1,0,0,OTHER
TRIREDRAFT_68455-t26_1,0,0,OTHER
TRIREDRAFT_68466-t26_1,0,0,OTHER
TRIREDRAFT_68470-t26_1,0,0,OTHER
TRIREDRAFT_68479-t26_1,0,0,OTHER
TRIREDRAFT_68492-t26_1,0,0,OTHER
TRIREDRAFT_68497-t26_1,0,0,OTHER
TRIREDRAFT_68499-t26_1,0,0,OTHER
TRIREDRAFT_68522-t26_1,0,0,OTHER
TRIREDRAFT_68527-t26_1,0,0,OTHER
TRIREDRAFT_68548-t26_1,0,0,OTHER
TRIREDRAFT_68566-t26_1,0,0,OTHER
TRIREDRAFT_68582-t26_1,0,0,OTHER
TRIREDRAFT_68585-t26_1,0,0,OTHER
TRIREDRAFT_68587-t26_1,0,0,OTHER
TRIREDRAFT_68588-t26_1,0,0,OTHER
TRIREDRAFT_68590-t26_1,0,0,OTHER
TRIREDRAFT_68605-t26_1,0,0,OTHER
TRIREDRAFT_68606-t26_1,0,0,OTHER
TRIREDRAFT_68608-t26_1,0,0,OTHER
TRIREDRAFT_68615-t26_1,0,0,OTHER
TRIREDRAFT_68618-t26_1,0,0,OTHER
TRIREDRAFT_68622-t26_1,0,0,OTHER
TRIREDRAFT_68624-t26_1,0,0,OTHER
TRIREDRAFT_68636-t26_1,0,0,OTHER
TRIREDRAFT_68640-t26_1,0,0,OTHER
TRIREDRAFT_68647-t26_1,0,0,OTHER
TRIREDRAFT_68660-t26_1,0,0,OTHER
TRIREDRAFT_68704-t26_1,0,0,OTHER
TRIREDRAFT_68706-t26_1,0,0,OTHER
TRIREDRAFT_68717-t26_1,0,0,OTHER
TRIREDRAFT_68729-t26_1,0,0,OTHER
TRIREDRAFT_68755-t26_1,0,0,OTHER
TRIREDRAFT_68812-t26_1,0,0,OTHER
TRIREDRAFT_68821-t26_1,0,0,OTHER
TRIREDRAFT_68831-t26_1,0,0,OTHER
TRIREDRAFT_68842-t26_1,0,0,OTHER
TRIREDRAFT_68850-t26_1,0,0,OTHER
TRIREDRAFT_68869-t26_1,0,0,OTHER
TRIREDRAFT_68875-t26_1,0,0,OTHER
TRIREDRAFT_68876-t26_1,0,0,OTHER
TRIREDRAFT_68889-t26_1,0,0,OTHER
TRIREDRAFT_68909-t26_1,0,0,OTHER
TRIREDRAFT_68924-t26_1,0,0,OTHER
TRIREDRAFT_68926-t26_1,0,0,OTHER
TRIREDRAFT_68927-t26_1,0,0,OTHER
TRIREDRAFT_68930-t26_1,0,0,OTHER
TRIREDRAFT_68941-t26_1,0,0,OTHER
TRIREDRAFT_68948-t26_1,0,0,OTHER
TRIREDRAFT_68950-t26_1,0,0,OTHER
TRIREDRAFT_68956-t26_1,0,0,OTHER
TRIREDRAFT_68966-t26_1,0,0,OTHER
TRIREDRAFT_68972-t26_1,0,0,OTHER
TRIREDRAFT_68990-t26_1,0,0,OTHER
TRIREDRAFT_68997-t26_1,0,0,OTHER
TRIREDRAFT_69013-t26_1,0,0,OTHER
TRIREDRAFT_69021-t26_1,0,0,OTHER
TRIREDRAFT_69035-t26_1,0,0,OTHER
TRIREDRAFT_69052-t26_1,0,0,OTHER
TRIREDRAFT_69055-t26_1,0,0,OTHER
TRIREDRAFT_69064-t26_1,0,0,OTHER
TRIREDRAFT_69066-t26_1,0,0,OTHER
TRIREDRAFT_69068-t26_1,0,0,OTHER
TRIREDRAFT_69077-t26_1,0,0,OTHER
TRIREDRAFT_69081-t26_1,0,0,OTHER
TRIREDRAFT_69115-t26_1,0,0,OTHER
TRIREDRAFT_69118-t26_1,0,0,OTHER
TRIREDRAFT_69131-t26_1,0,0,OTHER
TRIREDRAFT_69141-t26_1,0,0,OTHER
TRIREDRAFT_69153-t26_1,0,0,OTHER
TRIREDRAFT_69164-t26_1,0,0,OTHER
TRIREDRAFT_69168-t26_1,0,0,OTHER
TRIREDRAFT_69171-t26_1,0,0,OTHER
TRIREDRAFT_69179-t26_1,0,0,OTHER
TRIREDRAFT_69181-t26_1,0,0,OTHER
TRIREDRAFT_69187-t26_1,0,0,OTHER
TRIREDRAFT_69210-t26_1,0,0,OTHER
TRIREDRAFT_69217-t26_1,0,0,OTHER
TRIREDRAFT_69222-t26_1,0,0,OTHER
TRIREDRAFT_69224-t26_1,0,0,OTHER
TRIREDRAFT_69228-t26_1,0,0,OTHER
TRIREDRAFT_69257-t26_1,0,0,OTHER
TRIREDRAFT_69267-t26_1,0,0,OTHER
TRIREDRAFT_69281-t26_1,0,0,OTHER
TRIREDRAFT_69282-t26_1,0,0,OTHER
TRIREDRAFT_69287-t26_1,0,0,OTHER
TRIREDRAFT_69288-t26_1,0,0,OTHER
TRIREDRAFT_69290-t26_1,0,0,OTHER
TRIREDRAFT_69291-t26_1,0,0,OTHER
TRIREDRAFT_69303-t26_1,0,0,OTHER
TRIREDRAFT_69316-t26_1,0,0,OTHER
TRIREDRAFT_69349-t26_1,0,0,OTHER
TRIREDRAFT_69362-t26_1,0,0,OTHER
TRIREDRAFT_69375-t26_1,0,0,OTHER
TRIREDRAFT_69381-t26_1,0,0,OTHER
TRIREDRAFT_69384-t26_1,0,0,OTHER
TRIREDRAFT_69399-t26_1,0,0,OTHER
TRIREDRAFT_69416-t26_1,0,0,OTHER
TRIREDRAFT_69423-t26_1,0,0,OTHER
TRIREDRAFT_69426-t26_1,0,0,OTHER
TRIREDRAFT_69437-t26_1,0,0,OTHER
TRIREDRAFT_69465-t26_1,0,0,OTHER
TRIREDRAFT_69468-t26_1,0,0,OTHER
TRIREDRAFT_69479-t26_1,0,0,OTHER
TRIREDRAFT_69483-t26_1,0,0,OTHER
TRIREDRAFT_69490-t26_1,0,0,OTHER
TRIREDRAFT_69494-t26_1,0,0,OTHER
TRIREDRAFT_69496-t26_1,0,0,OTHER
TRIREDRAFT_69528-t26_1,0,0,OTHER
TRIREDRAFT_69529-t26_1,0,0,OTHER
TRIREDRAFT_69557-t26_1,0,0,OTHER
TRIREDRAFT_69563-t26_1,0,0,OTHER
TRIREDRAFT_69569-t26_1,0,0,OTHER
TRIREDRAFT_69574-t26_1,0,0,OTHER
TRIREDRAFT_69605-t26_1,0,0,OTHER
TRIREDRAFT_69613-t26_1,0,0,OTHER
TRIREDRAFT_69625-t26_1,0,0,OTHER
TRIREDRAFT_69647-t26_1,0,0,OTHER
TRIREDRAFT_69648-t26_1,0,0,OTHER
TRIREDRAFT_69652-t26_1,0,0,OTHER
TRIREDRAFT_69656-t26_1,0,0,OTHER
TRIREDRAFT_69663-t26_1,0,0,OTHER
TRIREDRAFT_69686-t26_1,0,0,OTHER
TRIREDRAFT_69688-t26_1,0,0,OTHER
TRIREDRAFT_69695-t26_1,0,0,OTHER
TRIREDRAFT_69696-t26_1,0,0,OTHER
TRIREDRAFT_69712-t26_1,0,0,OTHER
TRIREDRAFT_69727-t26_1,0,0,OTHER
TRIREDRAFT_69742-t26_1,0,0,OTHER
TRIREDRAFT_69751-t26_1,0,0,OTHER
TRIREDRAFT_69753-t26_1,0,0,OTHER
TRIREDRAFT_69755-t26_1,0,0,OTHER
TRIREDRAFT_69757-t26_1,0,0,OTHER
TRIREDRAFT_69769-t26_1,0,0,OTHER
TRIREDRAFT_69777-t26_1,0,0,OTHER
TRIREDRAFT_69791-t26_1,0,0,OTHER
TRIREDRAFT_69793-t26_1,0,0,OTHER
TRIREDRAFT_69805-t26_1,0,0,OTHER
TRIREDRAFT_69811-t26_1,0,0,OTHER
TRIREDRAFT_69816-t26_1,0,0,OTHER
TRIREDRAFT_69823-t26_1,0,0,OTHER
TRIREDRAFT_69825-t26_1,0,0,OTHER
TRIREDRAFT_69834-t26_1,0,0,OTHER
TRIREDRAFT_69838-t26_1,0,0,OTHER
TRIREDRAFT_69840-t26_1,0,0,OTHER
TRIREDRAFT_69841-t26_1,0,0,OTHER
TRIREDRAFT_69853-t26_1,0,0,OTHER
TRIREDRAFT_69857-t26_1,0,0,OTHER
TRIREDRAFT_69863-t26_1,0,0,OTHER
TRIREDRAFT_69870-t26_1,0,0,OTHER
TRIREDRAFT_69879-t26_1,0,0,OTHER
TRIREDRAFT_69881-t26_1,0,0,OTHER
TRIREDRAFT_69883-t26_1,0,0,OTHER
TRIREDRAFT_69885-t26_1,0,0,OTHER
TRIREDRAFT_69896-t26_1,0,0,OTHER
TRIREDRAFT_69920-t26_1,0,0,OTHER
TRIREDRAFT_69926-t26_1,0,0,OTHER
TRIREDRAFT_69928-t26_1,0,0,OTHER
TRIREDRAFT_69933-t26_1,0,0,OTHER
TRIREDRAFT_69944-t26_1,0,0,OTHER
TRIREDRAFT_69946-t26_1,0,0,OTHER
TRIREDRAFT_69956-t26_1,0,0,OTHER
TRIREDRAFT_69957-t26_1,0,0,OTHER
TRIREDRAFT_69960-t26_1,0,0,OTHER
TRIREDRAFT_69963-t26_1,0,0,OTHER
TRIREDRAFT_69972-t26_1,0,0,OTHER
TRIREDRAFT_69998-t26_1,0,0,OTHER
TRIREDRAFT_70017-t26_1,0,0,OTHER
TRIREDRAFT_70021-t26_1,0,0,OTHER
TRIREDRAFT_70025-t26_1,0,0,OTHER
TRIREDRAFT_70026-t26_1,0,0,OTHER
TRIREDRAFT_70028-t26_1,0,0,OTHER
TRIREDRAFT_70035-t26_1,0,0,OTHER
TRIREDRAFT_70040-t26_1,0,0,OTHER
TRIREDRAFT_70071-t26_1,0,0,OTHER
TRIREDRAFT_70076-t26_1,0,0,OTHER
TRIREDRAFT_70084-t26_1,0,0,OTHER
TRIREDRAFT_70092-t26_1,0,0,OTHER
TRIREDRAFT_70096-t26_1,0,0,OTHER
TRIREDRAFT_70127-t26_1,0,0,OTHER
TRIREDRAFT_70139-t26_1,0,0,OTHER
TRIREDRAFT_70175-t26_1,0,0,OTHER
TRIREDRAFT_70191-t26_1,0,0,OTHER
TRIREDRAFT_70195-t26_1,0,0,OTHER
TRIREDRAFT_70197-t26_1,0,0,OTHER
TRIREDRAFT_70201-t26_1,0,0,OTHER
TRIREDRAFT_70204-t26_1,0,0,OTHER
TRIREDRAFT_70218-t26_1,0,0,OTHER
TRIREDRAFT_70223-t26_1,0,0,OTHER
TRIREDRAFT_70251-t26_1,0,0,OTHER
TRIREDRAFT_70266-t26_1,0,0,OTHER
TRIREDRAFT_70305-t26_1,0,0,OTHER
TRIREDRAFT_70310-t26_1,0,0,OTHER
TRIREDRAFT_70316-t26_1,0,0,OTHER
TRIREDRAFT_70319-t26_1,0,0,OTHER
TRIREDRAFT_70323-t26_1,0,0,OTHER
TRIREDRAFT_70327-t26_1,0,0,OTHER
TRIREDRAFT_70329-t26_1,0,0,OTHER
TRIREDRAFT_70334-t26_1,0,0,OTHER
TRIREDRAFT_70339-t26_1,0,0,OTHER
TRIREDRAFT_70351-t26_1,0,0,OTHER
TRIREDRAFT_70355-t26_1,0,0,OTHER
TRIREDRAFT_70365-t26_1,0,0,OTHER
TRIREDRAFT_70375-t26_1,0,0,OTHER
TRIREDRAFT_70377-t26_1,0,0,OTHER
TRIREDRAFT_70383-t26_1,0,0,OTHER
TRIREDRAFT_70397-t26_1,0,0,OTHER
TRIREDRAFT_70400-t26_1,0,0,OTHER
TRIREDRAFT_70414-t26_1,0,0,OTHER
TRIREDRAFT_70439-t26_1,0,0,OTHER
TRIREDRAFT_70452-t26_1,0,0,OTHER
TRIREDRAFT_70488-t26_1,0,0,OTHER
TRIREDRAFT_70491-t26_1,0,0,OTHER
TRIREDRAFT_70511-t26_1,0,0,OTHER
TRIREDRAFT_70517-t26_1,0,0,OTHER
TRIREDRAFT_70520-t26_1,0,0,OTHER
TRIREDRAFT_70527-t26_1,0,0,OTHER
TRIREDRAFT_70546-t26_1,0,0,OTHER
TRIREDRAFT_70547-t26_1,0,0,OTHER
TRIREDRAFT_70548-t26_1,0,0,OTHER
TRIREDRAFT_70560-t26_1,0,0,OTHER
TRIREDRAFT_70570-t26_1,0,0,OTHER
TRIREDRAFT_70577-t26_1,0,0,OTHER
TRIREDRAFT_70599-t26_1,0,0,OTHER
TRIREDRAFT_70600-t26_1,0,0,OTHER
TRIREDRAFT_70608-t26_1,0,0,OTHER
TRIREDRAFT_70630-t26_1,0,0,OTHER
TRIREDRAFT_70639-t26_1,0,0,OTHER
TRIREDRAFT_70646-t26_1,0,0,OTHER
TRIREDRAFT_70736-t26_1,0,0,OTHER
TRIREDRAFT_70778-t26_1,0,0,OTHER
TRIREDRAFT_70795-t26_1,0,0,OTHER
TRIREDRAFT_70808-t26_1,0,0,OTHER
TRIREDRAFT_70811-t26_1,0,0,OTHER
TRIREDRAFT_70829-t26_1,0,0,OTHER
TRIREDRAFT_70830-t26_1,0,0,OTHER
TRIREDRAFT_70837-t26_1,0,0,OTHER
TRIREDRAFT_70838-t26_1,0,0,OTHER
TRIREDRAFT_70842-t26_1,0,0,OTHER
TRIREDRAFT_70847-t26_1,0,0,OTHER
TRIREDRAFT_70855-t26_1,0,0,OTHER
TRIREDRAFT_70859-t26_1,0,0,OTHER
TRIREDRAFT_70861-t26_1,0,0,OTHER
TRIREDRAFT_70875-t26_1,0,0,OTHER
TRIREDRAFT_70894-t26_1,0,0,OTHER
TRIREDRAFT_70907-t26_1,0,0,OTHER
TRIREDRAFT_70912-t26_1,0,0,OTHER
TRIREDRAFT_70918-t26_1,0,0,OTHER
TRIREDRAFT_70921-t26_1,0,0,OTHER
TRIREDRAFT_70922-t26_1,0,0,OTHER
TRIREDRAFT_70923-t26_1,0,0,OTHER
TRIREDRAFT_70934-t26_1,0,0,OTHER
TRIREDRAFT_70949-t26_1,0,0,OTHER
TRIREDRAFT_70960-t26_1,0,0,OTHER
TRIREDRAFT_70961-t26_1,0,0,OTHER
TRIREDRAFT_70972-t26_1,0,0,OTHER
TRIREDRAFT_70973-t26_1,0,0,OTHER
TRIREDRAFT_70988-t26_1,0,0,OTHER
TRIREDRAFT_70991-t26_1,0,0,OTHER
TRIREDRAFT_70998-t26_1,0,0,OTHER
TRIREDRAFT_71005-t26_1,0,0,OTHER
TRIREDRAFT_71008-t26_1,0,0,OTHER
TRIREDRAFT_71019-t26_1,0,0,OTHER
TRIREDRAFT_71029-t26_1,0,0,OTHER
TRIREDRAFT_71034-t26_1,0,0,OTHER
TRIREDRAFT_71037-t26_1,0,0,OTHER
TRIREDRAFT_71039-t26_1,0,0,OTHER
TRIREDRAFT_71050-t26_1,0,0,OTHER
TRIREDRAFT_71059-t26_1,0,0,OTHER
TRIREDRAFT_71071-t26_1,0,0,OTHER
TRIREDRAFT_71072-t26_1,0,0,OTHER
TRIREDRAFT_71076-t26_1,0,0,OTHER
TRIREDRAFT_71077-t26_1,0,0,OTHER
TRIREDRAFT_71078-t26_1,0,0,OTHER
TRIREDRAFT_71080-t26_1,0,0,OTHER
TRIREDRAFT_71095-t26_1,0,0,OTHER
TRIREDRAFT_71101-t26_1,0,0,OTHER
TRIREDRAFT_71103-t26_1,0,0,OTHER
TRIREDRAFT_71117-t26_1,0,0,OTHER
TRIREDRAFT_71125-t26_1,0,0,OTHER
TRIREDRAFT_71170-t26_1,0,0,OTHER
TRIREDRAFT_71173-t26_1,0,0,OTHER
TRIREDRAFT_71284-t26_1,0,0,OTHER
TRIREDRAFT_71304-t26_1,0,0,OTHER
TRIREDRAFT_71315.R93,0,0,OTHER
TRIREDRAFT_71326-t26_1,0,0,OTHER
TRIREDRAFT_71343-t26_1,0,0,OTHER
TRIREDRAFT_71363-t26_1,0,0,OTHER
TRIREDRAFT_71371-t26_1,0,0,OTHER
TRIREDRAFT_71374-t26_1,0,0,OTHER
TRIREDRAFT_71380.R38,0,0,OTHER
TRIREDRAFT_71399-t26_1,0,0,OTHER
TRIREDRAFT_71410-t26_1,0,0,OTHER
TRIREDRAFT_71468-t26_1,0,0,OTHER
TRIREDRAFT_71496-t26_1,0,0,OTHER
TRIREDRAFT_71532-t26_1,0,0,OTHER
TRIREDRAFT_71556-t26_1,0,0,OTHER
TRIREDRAFT_71559-t26_1,0,0,OTHER
TRIREDRAFT_71563-t26_1,0,0,OTHER
TRIREDRAFT_71649-t26_1,0,0,OTHER
TRIREDRAFT_71655-t26_1,0,0,OTHER
TRIREDRAFT_71676-t26_1,0,0,OTHER
TRIREDRAFT_71759-t26_1,0,0,OTHER
TRIREDRAFT_71783-t26_1,0,0,OTHER
TRIREDRAFT_71791-t26_1,0,0,OTHER
TRIREDRAFT_71823-t26_1,0,0,OTHER
TRIREDRAFT_71872-t26_1,0,0,OTHER
TRIREDRAFT_71970-t26_1,0,0,OTHER
TRIREDRAFT_71994-t26_1,0,0,OTHER
TRIREDRAFT_72012-t26_1,0,0,OTHER
TRIREDRAFT_72042-t26_1,0,0,OTHER
TRIREDRAFT_72057-t26_1,0,0,OTHER
TRIREDRAFT_72071-t26_1,0,0,OTHER
TRIREDRAFT_72076-t26_1,0,0,OTHER
TRIREDRAFT_72091-t26_1,0,0,OTHER
TRIREDRAFT_72108-t26_1,0,0,OTHER
TRIREDRAFT_72137-t26_1,0,0,OTHER
TRIREDRAFT_72158-t26_1,0,0,OTHER
TRIREDRAFT_72231-t26_1,0,0,OTHER
TRIREDRAFT_72259-t26_1,0,0,OTHER
TRIREDRAFT_72287-t26_1,0,0,OTHER
TRIREDRAFT_72321-t26_1,0,0,OTHER
TRIREDRAFT_72408-t26_1,0,0,OTHER
TRIREDRAFT_72459-t26_1,0,0,OTHER
TRIREDRAFT_72488-t26_1,0,0,OTHER
TRIREDRAFT_72521-t26_1,0,0,OTHER
TRIREDRAFT_72524-t26_1,0,0,OTHER
TRIREDRAFT_72568-t26_1,0,0,OTHER
TRIREDRAFT_72581-t26_1,0,0,OTHER
TRIREDRAFT_72606-t26_1,0,0,OTHER
TRIREDRAFT_72611-t26_1,0,0,OTHER
TRIREDRAFT_72615-t26_1,0,0,OTHER
TRIREDRAFT_72643-t26_1,0,0,OTHER
TRIREDRAFT_72661-t26_1,0,0,OTHER
TRIREDRAFT_72685-t26_1,0,0,OTHER
TRIREDRAFT_72694-t26_1,0,0,OTHER
TRIREDRAFT_72780-t26_1,0,0,OTHER
TRIREDRAFT_72796-t26_1,0,0,OTHER
TRIREDRAFT_72859-t26_1,0,0,OTHER
TRIREDRAFT_72918-t26_1,0,0,OTHER
TRIREDRAFT_72941-t26_1,0,0,OTHER
TRIREDRAFT_73016-t26_1,0,0,OTHER
TRIREDRAFT_73024-t26_1,0,0,OTHER
TRIREDRAFT_73039-t26_1,0,0,OTHER
TRIREDRAFT_73048-t26_1,0,0,OTHER
TRIREDRAFT_73099-t26_1,0,0,OTHER
TRIREDRAFT_73101-t26_1,0,0,OTHER
