seqid,phobius_start,phobius_end,phobius_type
tr|A0A1B2JBZ4|A0A1B2JBZ4_PICPA,0,0,OTHER
tr|A0A1B2JBZ5|A0A1B2JBZ5_PICPA,0,0,OTHER
tr|A0A1B2JBZ6|A0A1B2JBZ6_PICPA,0,0,OTHER
tr|A0A1B2JBZ8|A0A1B2JBZ8_PICPA,0,0,OTHER
tr|A0A1B2JBZ9|A0A1B2JBZ9_PICPA,0,0,OTHER
tr|A0A1B2JC00|A0A1B2JC00_PICPA,0,0,OTHER
tr|A0A1B2JC04|A0A1B2JC04_PICPA,0,0,OTHER
tr|A0A1B2JC05|A0A1B2JC05_PICPA,0,0,OTHER
tr|A0A1B2JC07|A0A1B2JC07_PICPA,0,0,OTHER
tr|A0A1B2JC09|A0A1B2JC09_PICPA,0,0,OTHER
tr|A0A1B2JC10|A0A1B2JC10_PICPA,0,0,OTHER
tr|A0A1B2JC11|A0A1B2JC11_PICPA,0,0,OTHER
tr|A0A1B2JC12|A0A1B2JC12_PICPA,0,0,OTHER
tr|A0A1B2JC14|A0A1B2JC14_PICPA,0,0,OTHER
tr|A0A1B2JC16|A0A1B2JC16_PICPA,0,0,OTHER
tr|A0A1B2JC20|A0A1B2JC20_PICPA,0,0,OTHER
tr|A0A1B2JC21|A0A1B2JC21_PICPA,0,0,OTHER
tr|A0A1B2JC22|A0A1B2JC22_PICPA,0,0,OTHER
tr|A0A1B2JC24|A0A1B2JC24_PICPA,0,0,OTHER
tr|A0A1B2JC25|A0A1B2JC25_PICPA,0,0,OTHER
tr|A0A1B2JC26|A0A1B2JC26_PICPA,0,0,OTHER
tr|A0A1B2JC28|A0A1B2JC28_PICPA,0,0,OTHER
tr|A0A1B2JC33|A0A1B2JC33_PICPA,0,0,OTHER
tr|A0A1B2JC34|A0A1B2JC34_PICPA,0,0,OTHER
tr|A0A1B2JC35|A0A1B2JC35_PICPA,0,0,OTHER
tr|A0A1B2JC38|A0A1B2JC38_PICPA,0,0,OTHER
tr|A0A1B2JC40|A0A1B2JC40_PICPA,0,0,OTHER
tr|A0A1B2JC41|A0A1B2JC41_PICPA,0,0,OTHER
tr|A0A1B2JC42|A0A1B2JC42_PICPA,0,0,OTHER
tr|A0A1B2JC43|A0A1B2JC43_PICPA,0,0,OTHER
tr|A0A1B2JC44|A0A1B2JC44_PICPA,0,0,OTHER
tr|A0A1B2JC45|A0A1B2JC45_PICPA,0,0,OTHER
tr|A0A1B2JC46|A0A1B2JC46_PICPA,0,0,OTHER
tr|A0A1B2JC47|A0A1B2JC47_PICPA,0,0,OTHER
tr|A0A1B2JC50|A0A1B2JC50_PICPA,0,0,OTHER
tr|A0A1B2JC51|A0A1B2JC51_PICPA,0,0,OTHER
tr|A0A1B2JC53|A0A1B2JC53_PICPA,0,0,OTHER
tr|A0A1B2JC54|A0A1B2JC54_PICPA,0,0,OTHER
tr|A0A1B2JC57|A0A1B2JC57_PICPA,0,0,OTHER
tr|A0A1B2JC62|A0A1B2JC62_PICPA,0,0,OTHER
tr|A0A1B2JC63|A0A1B2JC63_PICPA,0,0,OTHER
tr|A0A1B2JC69|A0A1B2JC69_PICPA,0,0,OTHER
tr|A0A1B2JC72|A0A1B2JC72_PICPA,0,0,OTHER
tr|A0A1B2JC75|A0A1B2JC75_PICPA,0,0,OTHER
tr|A0A1B2JC76|A0A1B2JC76_PICPA,0,0,OTHER
tr|A0A1B2JC77|A0A1B2JC77_PICPA,0,0,OTHER
tr|A0A1B2JC81|A0A1B2JC81_PICPA,0,0,OTHER
tr|A0A1B2JC87|A0A1B2JC87_PICPA,0,0,OTHER
tr|A0A1B2JC88|A0A1B2JC88_PICPA,0,0,OTHER
tr|A0A1B2JC90|A0A1B2JC90_PICPA,0,0,OTHER
tr|A0A1B2JC93|A0A1B2JC93_PICPA,0,0,OTHER
tr|A0A1B2JC94|A0A1B2JC94_PICPA,0,0,OTHER
tr|A0A1B2JC97|A0A1B2JC97_PICPA,0,0,OTHER
tr|A0A1B2JC98|A0A1B2JC98_PICPA,0,0,OTHER
tr|A0A1B2JCA0|A0A1B2JCA0_PICPA,0,0,OTHER
tr|A0A1B2JCA4|A0A1B2JCA4_PICPA,0,0,OTHER
tr|A0A1B2JCA7|A0A1B2JCA7_PICPA,0,0,OTHER
tr|A0A1B2JCA9|A0A1B2JCA9_PICPA,0,0,OTHER
tr|A0A1B2JCB2|A0A1B2JCB2_PICPA,0,0,OTHER
tr|A0A1B2JCB4|A0A1B2JCB4_PICPA,0,0,OTHER
tr|A0A1B2JCB5|A0A1B2JCB5_PICPA,0,0,OTHER
tr|A0A1B2JCB9|A0A1B2JCB9_PICPA,0,0,OTHER
tr|A0A1B2JCC0|A0A1B2JCC0_PICPA,0,0,OTHER
tr|A0A1B2JCC3|A0A1B2JCC3_PICPA,0,0,OTHER
tr|A0A1B2JCC5|A0A1B2JCC5_PICPA,0,0,OTHER
tr|A0A1B2JCC6|A0A1B2JCC6_PICPA,0,0,OTHER
tr|A0A1B2JCC9|A0A1B2JCC9_PICPA,0,0,OTHER
tr|A0A1B2JCD0|A0A1B2JCD0_PICPA,0,0,OTHER
tr|A0A1B2JCD6|A0A1B2JCD6_PICPA,0,0,OTHER
tr|A0A1B2JCD8|A0A1B2JCD8_PICPA,0,0,OTHER
tr|A0A1B2JCE3|A0A1B2JCE3_PICPA,0,0,OTHER
tr|A0A1B2JCE7|A0A1B2JCE7_PICPA,0,0,OTHER
tr|A0A1B2JCE8|A0A1B2JCE8_PICPA,0,0,OTHER
tr|A0A1B2JCE9|A0A1B2JCE9_PICPA,0,0,OTHER
tr|A0A1B2JCF3|A0A1B2JCF3_PICPA,0,0,OTHER
tr|A0A1B2JCF5|A0A1B2JCF5_PICPA,0,0,OTHER
tr|A0A1B2JCF7|A0A1B2JCF7_PICPA,0,0,OTHER
tr|A0A1B2JCF8|A0A1B2JCF8_PICPA,0,0,OTHER
tr|A0A1B2JCF9|A0A1B2JCF9_PICPA,0,0,OTHER
tr|A0A1B2JCG0|A0A1B2JCG0_PICPA,0,0,OTHER
tr|A0A1B2JCG2|A0A1B2JCG2_PICPA,0,0,OTHER
tr|A0A1B2JCG3|A0A1B2JCG3_PICPA,0,0,OTHER
tr|A0A1B2JCG5|A0A1B2JCG5_PICPA,0,0,OTHER
tr|A0A1B2JCG6|A0A1B2JCG6_PICPA,0,0,OTHER
tr|A0A1B2JCG7|A0A1B2JCG7_PICPA,0,0,OTHER
tr|A0A1B2JCG8|A0A1B2JCG8_PICPA,0,0,OTHER
tr|A0A1B2JCG9|A0A1B2JCG9_PICPA,0,0,OTHER
tr|A0A1B2JCH2|A0A1B2JCH2_PICPA,0,0,OTHER
tr|A0A1B2JCH3|A0A1B2JCH3_PICPA,0,0,OTHER
tr|A0A1B2JCH6|A0A1B2JCH6_PICPA,0,0,OTHER
tr|A0A1B2JCH7|A0A1B2JCH7_PICPA,0,0,OTHER
tr|A0A1B2JCH9|A0A1B2JCH9_PICPA,0,0,OTHER
tr|A0A1B2JCI0|A0A1B2JCI0_PICPA,0,0,OTHER
tr|A0A1B2JCI3|A0A1B2JCI3_PICPA,0,0,OTHER
tr|A0A1B2JCI8|A0A1B2JCI8_PICPA,0,0,OTHER
tr|A0A1B2JCI9|A0A1B2JCI9_PICPA,0,0,OTHER
tr|A0A1B2JCJ1|A0A1B2JCJ1_PICPA,0,0,OTHER
tr|A0A1B2JCJ2|A0A1B2JCJ2_PICPA,0,0,OTHER
tr|A0A1B2JCJ3|A0A1B2JCJ3_PICPA,0,0,OTHER
tr|A0A1B2JCJ5|A0A1B2JCJ5_PICPA,0,0,OTHER
tr|A0A1B2JCJ8|A0A1B2JCJ8_PICPA,0,0,OTHER
tr|A0A1B2JCK1|A0A1B2JCK1_PICPA,0,0,OTHER
tr|A0A1B2JCK5|A0A1B2JCK5_PICPA,0,0,OTHER
tr|A0A1B2JCL0|A0A1B2JCL0_PICPA,0,0,OTHER
tr|A0A1B2JCL1|A0A1B2JCL1_PICPA,0,0,OTHER
tr|A0A1B2JCL4|A0A1B2JCL4_PICPA,0,0,OTHER
tr|A0A1B2JCL5|A0A1B2JCL5_PICPA,0,0,OTHER
tr|A0A1B2JCL6|A0A1B2JCL6_PICPA,0,0,OTHER
tr|A0A1B2JCL9|A0A1B2JCL9_PICPA,0,0,OTHER
tr|A0A1B2JCM0|A0A1B2JCM0_PICPA,0,0,OTHER
tr|A0A1B2JCM1|A0A1B2JCM1_PICPA,0,0,OTHER
tr|A0A1B2JCM4|A0A1B2JCM4_PICPA,0,0,OTHER
tr|A0A1B2JCM7|A0A1B2JCM7_PICPA,0,0,OTHER
tr|A0A1B2JCM8|A0A1B2JCM8_PICPA,0,0,OTHER
tr|A0A1B2JCN0|A0A1B2JCN0_PICPA,0,0,OTHER
tr|A0A1B2JCN2|A0A1B2JCN2_PICPA,0,0,OTHER
tr|A0A1B2JCN4|A0A1B2JCN4_PICPA,0,0,OTHER
tr|A0A1B2JCN5|A0A1B2JCN5_PICPA,0,0,OTHER
tr|A0A1B2JCN8|A0A1B2JCN8_PICPA,0,0,OTHER
tr|A0A1B2JCP1|A0A1B2JCP1_PICPA,0,0,OTHER
tr|A0A1B2JCP3|A0A1B2JCP3_PICPA,0,0,OTHER
tr|A0A1B2JCP5|A0A1B2JCP5_PICPA,0,0,OTHER
tr|A0A1B2JCP7|A0A1B2JCP7_PICPA,0,0,OTHER
tr|A0A1B2JCP8|A0A1B2JCP8_PICPA,0,0,OTHER
tr|A0A1B2JCQ0|A0A1B2JCQ0_PICPA,0,0,OTHER
tr|A0A1B2JCQ1|A0A1B2JCQ1_PICPA,0,0,OTHER
tr|A0A1B2JCQ4|A0A1B2JCQ4_PICPA,0,0,OTHER
tr|A0A1B2JCR2|A0A1B2JCR2_PICPA,0,0,OTHER
tr|A0A1B2JCR4|A0A1B2JCR4_PICPA,0,0,OTHER
tr|A0A1B2JCR5|A0A1B2JCR5_PICPA,0,0,OTHER
tr|A0A1B2JCR6|A0A1B2JCR6_PICPA,0,0,OTHER
tr|A0A1B2JCR7|A0A1B2JCR7_PICPA,0,0,OTHER
tr|A0A1B2JCR8|A0A1B2JCR8_PICPA,0,0,OTHER
tr|A0A1B2JCR9|A0A1B2JCR9_PICPA,0,0,OTHER
tr|A0A1B2JCS2|A0A1B2JCS2_PICPA,0,0,OTHER
tr|A0A1B2JCS3|A0A1B2JCS3_PICPA,0,0,OTHER
tr|A0A1B2JCS5|A0A1B2JCS5_PICPA,0,0,OTHER
tr|A0A1B2JCS7|A0A1B2JCS7_PICPA,0,0,OTHER
tr|A0A1B2JCS9|A0A1B2JCS9_PICPA,0,0,OTHER
tr|A0A1B2JCT2|A0A1B2JCT2_PICPA,0,0,OTHER
tr|A0A1B2JCT3|A0A1B2JCT3_PICPA,0,0,OTHER
tr|A0A1B2JCU0|A0A1B2JCU0_PICPA,0,0,OTHER
tr|A0A1B2JCU4|A0A1B2JCU4_PICPA,0,0,OTHER
tr|A0A1B2JCU5|A0A1B2JCU5_PICPA,0,0,OTHER
tr|A0A1B2JCU6|A0A1B2JCU6_PICPA,0,0,OTHER
tr|A0A1B2JCU7|A0A1B2JCU7_PICPA,0,0,OTHER
tr|A0A1B2JCU8|A0A1B2JCU8_PICPA,0,0,OTHER
tr|A0A1B2JCU9|A0A1B2JCU9_PICPA,0,0,OTHER
tr|A0A1B2JCV1|A0A1B2JCV1_PICPA,0,0,OTHER
tr|A0A1B2JCV3|A0A1B2JCV3_PICPA,0,0,OTHER
tr|A0A1B2JCV5|A0A1B2JCV5_PICPA,0,0,OTHER
tr|A0A1B2JCV6|A0A1B2JCV6_PICPA,0,0,OTHER
tr|A0A1B2JCV7|A0A1B2JCV7_PICPA,0,0,OTHER
tr|A0A1B2JCV8|A0A1B2JCV8_PICPA,0,0,OTHER
tr|A0A1B2JCW0|A0A1B2JCW0_PICPA,0,0,OTHER
tr|A0A1B2JCW1|A0A1B2JCW1_PICPA,0,0,OTHER
tr|A0A1B2JCW5|A0A1B2JCW5_PICPA,0,0,OTHER
tr|A0A1B2JCX0|A0A1B2JCX0_PICPA,0,0,OTHER
tr|A0A1B2JCX1|A0A1B2JCX1_PICPA,0,0,OTHER
tr|A0A1B2JCX2|A0A1B2JCX2_PICPA,0,0,OTHER
tr|A0A1B2JCX4|A0A1B2JCX4_PICPA,0,0,OTHER
tr|A0A1B2JCX5|A0A1B2JCX5_PICPA,0,0,OTHER
tr|A0A1B2JCX7|A0A1B2JCX7_PICPA,0,0,OTHER
tr|A0A1B2JCX8|A0A1B2JCX8_PICPA,0,0,OTHER
tr|A0A1B2JCY0|A0A1B2JCY0_PICPA,0,0,OTHER
tr|A0A1B2JCY1|A0A1B2JCY1_PICPA,0,0,OTHER
tr|A0A1B2JCY3|A0A1B2JCY3_PICPA,0,0,OTHER
tr|A0A1B2JCY4|A0A1B2JCY4_PICPA,0,0,OTHER
tr|A0A1B2JCY6|A0A1B2JCY6_PICPA,0,0,OTHER
tr|A0A1B2JCZ0|A0A1B2JCZ0_PICPA,0,0,OTHER
tr|A0A1B2JCZ1|A0A1B2JCZ1_PICPA,0,0,OTHER
tr|A0A1B2JCZ5|A0A1B2JCZ5_PICPA,0,0,OTHER
tr|A0A1B2JCZ6|A0A1B2JCZ6_PICPA,0,0,OTHER
tr|A0A1B2JCZ7|A0A1B2JCZ7_PICPA,0,0,OTHER
tr|A0A1B2JCZ9|A0A1B2JCZ9_PICPA,0,0,OTHER
tr|A0A1B2JD02|A0A1B2JD02_PICPA,0,0,OTHER
tr|A0A1B2JD09|A0A1B2JD09_PICPA,0,0,OTHER
tr|A0A1B2JD10|A0A1B2JD10_PICPA,0,0,OTHER
tr|A0A1B2JD11|A0A1B2JD11_PICPA,0,0,OTHER
tr|A0A1B2JD15|A0A1B2JD15_PICPA,0,0,OTHER
tr|A0A1B2JD18|A0A1B2JD18_PICPA,0,0,OTHER
tr|A0A1B2JD20|A0A1B2JD20_PICPA,0,0,OTHER
tr|A0A1B2JD21|A0A1B2JD21_PICPA,0,0,OTHER
tr|A0A1B2JD22|A0A1B2JD22_PICPA,0,0,OTHER
tr|A0A1B2JD23|A0A1B2JD23_PICPA,0,0,OTHER
tr|A0A1B2JD24|A0A1B2JD24_PICPA,0,0,OTHER
tr|A0A1B2JD25|A0A1B2JD25_PICPA,0,0,OTHER
tr|A0A1B2JD27|A0A1B2JD27_PICPA,0,0,OTHER
tr|A0A1B2JD31|A0A1B2JD31_PICPA,0,0,OTHER
tr|A0A1B2JD32|A0A1B2JD32_PICPA,0,0,OTHER
tr|A0A1B2JD33|A0A1B2JD33_PICPA,0,0,OTHER
tr|A0A1B2JD35|A0A1B2JD35_PICPA,0,0,OTHER
tr|A0A1B2JD42|A0A1B2JD42_PICPA,0,0,OTHER
tr|A0A1B2JD47|A0A1B2JD47_PICPA,0,0,OTHER
tr|A0A1B2JD50|A0A1B2JD50_PICPA,0,0,OTHER
tr|A0A1B2JD53|A0A1B2JD53_PICPA,0,0,OTHER
tr|A0A1B2JD56|A0A1B2JD56_PICPA,0,0,OTHER
tr|A0A1B2JD62|A0A1B2JD62_PICPA,0,0,OTHER
tr|A0A1B2JD63|A0A1B2JD63_PICPA,0,0,OTHER
tr|A0A1B2JD66|A0A1B2JD66_PICPA,0,0,OTHER
tr|A0A1B2JD71|A0A1B2JD71_PICPA,0,0,OTHER
tr|A0A1B2JD73|A0A1B2JD73_PICPA,0,0,OTHER
tr|A0A1B2JD82|A0A1B2JD82_PICPA,0,0,OTHER
tr|A0A1B2JD83|A0A1B2JD83_PICPA,0,0,OTHER
tr|A0A1B2JD85|A0A1B2JD85_PICPA,0,0,OTHER
tr|A0A1B2JD86|A0A1B2JD86_PICPA,0,0,OTHER
tr|A0A1B2JD88|A0A1B2JD88_PICPA,0,0,OTHER
tr|A0A1B2JD89|A0A1B2JD89_PICPA,0,0,OTHER
tr|A0A1B2JD91|A0A1B2JD91_PICPA,0,0,OTHER
tr|A0A1B2JD97|A0A1B2JD97_PICPA,0,0,OTHER
tr|A0A1B2JD98|A0A1B2JD98_PICPA,0,0,OTHER
tr|A0A1B2JDA1|A0A1B2JDA1_PICPA,0,0,OTHER
tr|A0A1B2JDA2|A0A1B2JDA2_PICPA,0,0,OTHER
tr|A0A1B2JDA3|A0A1B2JDA3_PICPA,0,0,OTHER
tr|A0A1B2JDA4|A0A1B2JDA4_PICPA,0,0,OTHER
tr|A0A1B2JDA5|A0A1B2JDA5_PICPA,0,0,OTHER
tr|A0A1B2JDA7|A0A1B2JDA7_PICPA,0,0,OTHER
tr|A0A1B2JDA8|A0A1B2JDA8_PICPA,0,0,OTHER
tr|A0A1B2JDA9|A0A1B2JDA9_PICPA,0,0,OTHER
tr|A0A1B2JDB0|A0A1B2JDB0_PICPA,0,0,OTHER
tr|A0A1B2JDB3|A0A1B2JDB3_PICPA,0,0,OTHER
tr|A0A1B2JDB6|A0A1B2JDB6_PICPA,0,0,OTHER
tr|A0A1B2JDB7|A0A1B2JDB7_PICPA,0,0,OTHER
tr|A0A1B2JDC2|A0A1B2JDC2_PICPA,0,0,OTHER
tr|A0A1B2JDC3|A0A1B2JDC3_PICPA,0,0,OTHER
tr|A0A1B2JDC5|A0A1B2JDC5_PICPA,0,0,OTHER
tr|A0A1B2JDC6|A0A1B2JDC6_PICPA,0,0,OTHER
tr|A0A1B2JDC7|A0A1B2JDC7_PICPA,0,0,OTHER
tr|A0A1B2JDC8|A0A1B2JDC8_PICPA,0,0,OTHER
tr|A0A1B2JDC9|A0A1B2JDC9_PICPA,0,0,OTHER
tr|A0A1B2JDD1|A0A1B2JDD1_PICPA,0,0,OTHER
tr|A0A1B2JDD2|A0A1B2JDD2_PICPA,0,0,OTHER
tr|A0A1B2JDD3|A0A1B2JDD3_PICPA,0,0,OTHER
tr|A0A1B2JDD4|A0A1B2JDD4_PICPA,0,0,OTHER
tr|A0A1B2JDD6|A0A1B2JDD6_PICPA,0,0,OTHER
tr|A0A1B2JDD7|A0A1B2JDD7_PICPA,0,0,OTHER
tr|A0A1B2JDD8|A0A1B2JDD8_PICPA,0,0,OTHER
tr|A0A1B2JDE3|A0A1B2JDE3_PICPA,0,0,OTHER
tr|A0A1B2JDE4|A0A1B2JDE4_PICPA,0,0,OTHER
tr|A0A1B2JDE5|A0A1B2JDE5_PICPA,0,0,OTHER
tr|A0A1B2JDE7|A0A1B2JDE7_PICPA,0,0,OTHER
tr|A0A1B2JDE8|A0A1B2JDE8_PICPA,0,0,OTHER
tr|A0A1B2JDF3|A0A1B2JDF3_PICPA,0,0,OTHER
tr|A0A1B2JDF8|A0A1B2JDF8_PICPA,0,0,OTHER
tr|A0A1B2JDG0|A0A1B2JDG0_PICPA,0,0,OTHER
tr|A0A1B2JDG4|A0A1B2JDG4_PICPA,0,0,OTHER
tr|A0A1B2JDG7|A0A1B2JDG7_PICPA,0,0,OTHER
tr|A0A1B2JDG8|A0A1B2JDG8_PICPA,0,0,OTHER
tr|A0A1B2JDG9|A0A1B2JDG9_PICPA,0,0,OTHER
tr|A0A1B2JDH0|A0A1B2JDH0_PICPA,0,0,OTHER
tr|A0A1B2JDH3|A0A1B2JDH3_PICPA,0,0,OTHER
tr|A0A1B2JDH5|A0A1B2JDH5_PICPA,0,0,OTHER
tr|A0A1B2JDH9|A0A1B2JDH9_PICPA,0,0,OTHER
tr|A0A1B2JDI3|A0A1B2JDI3_PICPA,0,0,OTHER
tr|A0A1B2JDI5|A0A1B2JDI5_PICPA,0,0,OTHER
tr|A0A1B2JDI6|A0A1B2JDI6_PICPA,0,0,OTHER
tr|A0A1B2JDI7|A0A1B2JDI7_PICPA,0,0,OTHER
tr|A0A1B2JDJ0|A0A1B2JDJ0_PICPA,0,0,OTHER
tr|A0A1B2JDJ1|A0A1B2JDJ1_PICPA,0,0,OTHER
tr|A0A1B2JDJ2|A0A1B2JDJ2_PICPA,0,0,OTHER
tr|A0A1B2JDJ3|A0A1B2JDJ3_PICPA,0,0,OTHER
tr|A0A1B2JDJ4|A0A1B2JDJ4_PICPA,0,0,OTHER
tr|A0A1B2JDJ6|A0A1B2JDJ6_PICPA,0,0,OTHER
tr|A0A1B2JDJ7|A0A1B2JDJ7_PICPA,0,0,OTHER
tr|A0A1B2JDJ9|A0A1B2JDJ9_PICPA,0,0,OTHER
tr|A0A1B2JDK1|A0A1B2JDK1_PICPA,0,0,OTHER
tr|A0A1B2JDK3|A0A1B2JDK3_PICPA,0,0,OTHER
tr|A0A1B2JDK5|A0A1B2JDK5_PICPA,0,0,OTHER
tr|A0A1B2JDK6|A0A1B2JDK6_PICPA,0,0,OTHER
tr|A0A1B2JDK8|A0A1B2JDK8_PICPA,0,0,OTHER
tr|A0A1B2JDL1|A0A1B2JDL1_PICPA,0,0,OTHER
tr|A0A1B2JDL2|A0A1B2JDL2_PICPA,0,0,OTHER
tr|A0A1B2JDL3|A0A1B2JDL3_PICPA,0,0,OTHER
tr|A0A1B2JDL4|A0A1B2JDL4_PICPA,0,0,OTHER
tr|A0A1B2JDL6|A0A1B2JDL6_PICPA,0,0,OTHER
tr|A0A1B2JDM0|A0A1B2JDM0_PICPA,0,0,OTHER
tr|A0A1B2JDM1|A0A1B2JDM1_PICPA,0,0,OTHER
tr|A0A1B2JDM5|A0A1B2JDM5_PICPA,0,0,OTHER
tr|A0A1B2JDM8|A0A1B2JDM8_PICPA,0,0,OTHER
tr|A0A1B2JDM9|A0A1B2JDM9_PICPA,0,0,OTHER
tr|A0A1B2JDN0|A0A1B2JDN0_PICPA,0,0,OTHER
tr|A0A1B2JDN4|A0A1B2JDN4_PICPA,0,0,OTHER
tr|A0A1B2JDN8|A0A1B2JDN8_PICPA,0,0,OTHER
tr|A0A1B2JDP0|A0A1B2JDP0_PICPA,0,0,OTHER
tr|A0A1B2JDP2|A0A1B2JDP2_PICPA,0,0,OTHER
tr|A0A1B2JDP4|A0A1B2JDP4_PICPA,0,0,OTHER
tr|A0A1B2JDP8|A0A1B2JDP8_PICPA,0,0,OTHER
tr|A0A1B2JDQ2|A0A1B2JDQ2_PICPA,0,0,OTHER
tr|A0A1B2JDQ8|A0A1B2JDQ8_PICPA,0,0,OTHER
tr|A0A1B2JDQ9|A0A1B2JDQ9_PICPA,0,0,OTHER
tr|A0A1B2JDR2|A0A1B2JDR2_PICPA,0,0,OTHER
tr|A0A1B2JDR3|A0A1B2JDR3_PICPA,0,0,OTHER
tr|A0A1B2JDR4|A0A1B2JDR4_PICPA,0,0,OTHER
tr|A0A1B2JDR6|A0A1B2JDR6_PICPA,0,0,OTHER
tr|A0A1B2JDR9|A0A1B2JDR9_PICPA,0,0,OTHER
tr|A0A1B2JDS1|A0A1B2JDS1_PICPA,0,0,OTHER
tr|A0A1B2JDS2|A0A1B2JDS2_PICPA,0,0,OTHER
tr|A0A1B2JDS4|A0A1B2JDS4_PICPA,0,0,OTHER
tr|A0A1B2JDT1|A0A1B2JDT1_PICPA,0,0,OTHER
tr|A0A1B2JDT2|A0A1B2JDT2_PICPA,0,0,OTHER
tr|A0A1B2JDT3|A0A1B2JDT3_PICPA,0,0,OTHER
tr|A0A1B2JDT6|A0A1B2JDT6_PICPA,0,0,OTHER
tr|A0A1B2JDT8|A0A1B2JDT8_PICPA,0,0,OTHER
tr|A0A1B2JDU4|A0A1B2JDU4_PICPA,0,0,OTHER
tr|A0A1B2JDU7|A0A1B2JDU7_PICPA,0,0,OTHER
tr|A0A1B2JDV1|A0A1B2JDV1_PICPA,0,0,OTHER
tr|A0A1B2JDV2|A0A1B2JDV2_PICPA,0,0,OTHER
tr|A0A1B2JDV3|A0A1B2JDV3_PICPA,0,0,OTHER
tr|A0A1B2JDV4|A0A1B2JDV4_PICPA,0,0,OTHER
tr|A0A1B2JDV6|A0A1B2JDV6_PICPA,0,0,OTHER
tr|A0A1B2JDV7|A0A1B2JDV7_PICPA,0,0,OTHER
tr|A0A1B2JDV9|A0A1B2JDV9_PICPA,0,0,OTHER
tr|A0A1B2JDW0|A0A1B2JDW0_PICPA,0,0,OTHER
tr|A0A1B2JDW4|A0A1B2JDW4_PICPA,0,0,OTHER
tr|A0A1B2JDW6|A0A1B2JDW6_PICPA,0,0,OTHER
tr|A0A1B2JDW7|A0A1B2JDW7_PICPA,0,0,OTHER
tr|A0A1B2JDW9|A0A1B2JDW9_PICPA,0,0,OTHER
tr|A0A1B2JDX2|A0A1B2JDX2_PICPA,0,0,OTHER
tr|A0A1B2JDX4|A0A1B2JDX4_PICPA,0,0,OTHER
tr|A0A1B2JDX6|A0A1B2JDX6_PICPA,0,0,OTHER
tr|A0A1B2JDX8|A0A1B2JDX8_PICPA,0,0,OTHER
tr|A0A1B2JDY0|A0A1B2JDY0_PICPA,0,0,OTHER
tr|A0A1B2JDY1|A0A1B2JDY1_PICPA,0,0,OTHER
tr|A0A1B2JDY3|A0A1B2JDY3_PICPA,0,0,OTHER
tr|A0A1B2JDY5|A0A1B2JDY5_PICPA,0,0,OTHER
tr|A0A1B2JDY6|A0A1B2JDY6_PICPA,0,0,OTHER
tr|A0A1B2JDY7|A0A1B2JDY7_PICPA,0,0,OTHER
tr|A0A1B2JDY8|A0A1B2JDY8_PICPA,0,0,OTHER
tr|A0A1B2JDZ0|A0A1B2JDZ0_PICPA,0,0,OTHER
tr|A0A1B2JDZ3|A0A1B2JDZ3_PICPA,0,0,OTHER
tr|A0A1B2JDZ4|A0A1B2JDZ4_PICPA,0,0,OTHER
tr|A0A1B2JDZ5|A0A1B2JDZ5_PICPA,0,0,OTHER
tr|A0A1B2JDZ6|A0A1B2JDZ6_PICPA,0,0,OTHER
tr|A0A1B2JDZ7|A0A1B2JDZ7_PICPA,0,0,OTHER
tr|A0A1B2JE00|A0A1B2JE00_PICPA,0,0,OTHER
tr|A0A1B2JE01|A0A1B2JE01_PICPA,0,0,OTHER
tr|A0A1B2JE02|A0A1B2JE02_PICPA,0,0,OTHER
tr|A0A1B2JE05|A0A1B2JE05_PICPA,0,0,OTHER
tr|A0A1B2JE08|A0A1B2JE08_PICPA,0,0,OTHER
tr|A0A1B2JE10|A0A1B2JE10_PICPA,0,0,OTHER
tr|A0A1B2JE13|A0A1B2JE13_PICPA,0,0,OTHER
tr|A0A1B2JE15|A0A1B2JE15_PICPA,0,0,OTHER
tr|A0A1B2JE17|A0A1B2JE17_PICPA,0,0,OTHER
tr|A0A1B2JE19|A0A1B2JE19_PICPA,0,0,OTHER
tr|A0A1B2JE20|A0A1B2JE20_PICPA,0,0,OTHER
tr|A0A1B2JE22|A0A1B2JE22_PICPA,0,0,OTHER
tr|A0A1B2JE25|A0A1B2JE25_PICPA,0,0,OTHER
tr|A0A1B2JE26|A0A1B2JE26_PICPA,0,0,OTHER
tr|A0A1B2JE27|A0A1B2JE27_PICPA,0,0,OTHER
tr|A0A1B2JE28|A0A1B2JE28_PICPA,0,0,OTHER
tr|A0A1B2JE32|A0A1B2JE32_PICPA,0,0,OTHER
tr|A0A1B2JE33|A0A1B2JE33_PICPA,0,0,OTHER
tr|A0A1B2JE35|A0A1B2JE35_PICPA,0,0,OTHER
tr|A0A1B2JE37|A0A1B2JE37_PICPA,0,0,OTHER
tr|A0A1B2JE38|A0A1B2JE38_PICPA,0,0,OTHER
tr|A0A1B2JE41|A0A1B2JE41_PICPA,0,0,OTHER
tr|A0A1B2JE42|A0A1B2JE42_PICPA,0,0,OTHER
tr|A0A1B2JE43|A0A1B2JE43_PICPA,0,0,OTHER
tr|A0A1B2JE44|A0A1B2JE44_PICPA,0,0,OTHER
tr|A0A1B2JE46|A0A1B2JE46_PICPA,0,0,OTHER
tr|A0A1B2JE47|A0A1B2JE47_PICPA,0,0,OTHER
tr|A0A1B2JE50|A0A1B2JE50_PICPA,0,0,OTHER
